frame,timestamp_s,fps,2d_neck_alpha,2d_neck_beta,2d_neck_gamma,2d_trunk_alpha,2d_trunk_beta,2d_trunk_gamma,2d_right_shoulder_alpha,2d_right_shoulder_beta,2d_right_shoulder_gamma,2d_right_shoulder_elevation,2d_left_shoulder_alpha,2d_left_shoulder_beta,2d_left_shoulder_gamma,2d_left_shoulder_elevation,2d_right_elbow,2d_left_elbow,2d_right_knee,2d_left_knee,3d_neck_alpha,3d_neck_beta,3d_neck_gamma,3d_trunk_alpha,3d_trunk_beta,3d_trunk_gamma,3d_right_shoulder_alpha,3d_right_shoulder_beta,3d_right_shoulder_gamma,3d_right_shoulder_elevation,3d_left_shoulder_alpha,3d_left_shoulder_beta,3d_left_shoulder_gamma,3d_left_shoulder_elevation,3d_right_elbow,3d_left_elbow,3d_right_knee,3d_left_knee
334,22.266667,15,0.0000,0.0000,3.4344,0.0000,0.0000,0.0166,0.0000,0.0000,2.8716,0.0780,0.0000,0.0000,-0.0778,-0.0721,9.0343,0.1616,3.1359,3.7820,-29.3336,8.8866,-1.2643,-6.9205,-0.1929,-35.5113,-53.9916,15.9319,3.6820,12.7296,25.8599,13.9695,-355.4054,-9.6231,21.8766,18.5113,0.0000,0.0000
335,22.333333,15,0.0000,0.0000,-1.6639,0.0000,0.0000,1.6202,0.0000,0.0000,2.8603,1.6929,0.0000,0.0000,-0.0234,-1.6554,9.0293,0.0133,3.1144,0.0435,-15.3865,7.6757,-3.8524,0.6011,1.6421,-29.6601,-38.8113,10.9183,2.1473,4.2668,35.6446,13.9902,4.0174,-13.8352,13.0844,11.4572,0.0000,0.0000
336,22.400000,15,0.0000,0.0000,1.9910,0.0000,0.0000,1.6421,0.0000,0.0000,2.9019,1.6763,0.0000,0.0000,-0.0764,-1.6586,8.9008,0.0784,3.1607,0.0237,-11.1834,3.9464,-17.4052,-0.9168,1.6113,-29.5869,-52.4828,12.6570,2.5558,10.2989,22.6487,15.6688,-355.4238,-9.2994,23.4485,18.5442,0.0000,0.0000
337,22.466667,15,0.0000,0.0000,5.6883,0.0000,0.0000,1.6375,0.0000,0.0000,2.9035,1.6457,0.0000,0.0000,-0.0651,-1.6432,8.8273,0.0260,3.1470,0.0297,-24.7981,2.9359,-6.3965,-5.4424,1.4461,-31.5451,-57.1660,14.3600,3.5278,13.7407,21.3097,15.8347,-355.1715,-8.2201,28.7840,15.7898,0.0000,0.0000
338,22.533333,15,0.0000,0.0000,7.3062,0.0000,0.0000,0.0074,0.0000,0.0000,2.9230,0.0175,0.0000,0.0000,0.2019,0.0036,8.9132,0.2303,3.0911,2.3687,-2.9160,-0.1945,-10.0942,5.0355,0.2076,-31.8685,-30.2351,10.1874,1.0263,3.8982,49.0628,9.9688,3.8475,-11.5875,10.0962,0.9401,0.0000,0.0000
339,22.600000,15,0.0000,0.0000,5.6872,0.0000,0.0000,1.6546,0.0000,0.0000,2.9455,1.6537,0.0000,0.0000,-0.0555,-1.6623,8.9377,0.1260,3.1470,0.0354,-1.1296,1.8686,5.3841,3.4911,1.7736,-33.9853,-46.9530,15.7319,3.0039,9.4017,30.5658,15.3157,-355.7335,-11.2381,29.5831,18.7635,0.0000,0.0000
340,22.666667,15,0.0000,0.0000,7.3679,0.0000,0.0000,0.0064,0.0000,0.0000,5.8243,-0.0031,0.0000,0.0000,0.2218,-0.0024,11.8591,0.2507,2.0290,1.7104,-19.7500,13.6229,-12.0146,0.3144,0.0687,-48.0720,-44.9648,26.6167,4.9339,12.7458,47.0556,5.8608,2.6588,-13.3667,12.3126,8.7615,0.0000,0.0000
341,22.733333,15,0.0000,0.0000,5.6530,0.0000,0.0000,1.6569,0.0000,0.0000,2.9560,1.6620,0.0000,0.0000,-0.0597,-1.6522,8.9524,0.1215,3.1002,0.0524,-21.1143,7.3495,12.7284,-4.0099,1.5167,-37.9862,-36.8970,15.6304,4.2472,6.8589,46.5364,9.8315,2.7987,-16.7123,2.9558,0.1399,0.0000,0.0000
342,22.800000,15,0.0000,0.0000,7.2517,0.0000,0.0000,0.0123,0.0000,0.0000,2.9249,0.0254,0.0000,0.0000,-0.0530,-0.0092,8.9460,0.1300,3.0926,1.6641,-10.7602,2.8324,3.8068,-2.4673,0.0143,-35.8312,-42.9225,14.3095,2.7592,7.1094,33.0138,12.6096,4.1277,-12.6571,1.8844,17.3556,0.0000,0.0000
343,22.866667,15,0.0000,0.0000,7.2837,0.0000,0.0000,0.0091,0.0000,0.0000,2.9601,0.0182,0.0000,0.0000,0.2249,-0.0094,8.9434,0.2551,3.1250,1.6902,-17.1007,5.7712,-5.1321,0.3769,0.0856,-38.0682,-35.5335,14.3772,2.5455,10.1048,40.2382,10.4736,3.7203,-10.7151,13.4709,10.0285,0.0000,0.0000
344,22.933333,15,0.0000,0.0000,5.6900,0.0000,0.0000,1.6413,0.0000,0.0000,5.7919,1.6890,0.0000,0.0000,-0.0445,-1.6634,12.0339,0.1201,3.1463,0.0428,-25.7410,20.4234,-11.0653,-4.1921,1.4951,-52.9921,-43.9220,30.7310,8.4030,19.4392,46.6946,6.2083,1.5174,-16.9191,5.9870,5.0581,0.0000,0.0000
345,23.000000,15,0.0000,0.0000,3.7147,0.0000,0.0000,0.0036,0.0000,0.0000,5.7995,0.0178,0.0000,0.0000,-0.0517,-0.0105,14.6369,0.1253,1.9988,0.3610,-17.8449,1.6896,-4.9902,-1.1794,0.0321,-27.4024,-29.2800,10.1948,0.5482,7.2524,33.4885,12.5648,4.1322,-7.7346,23.1976,15.6749,0.0000,0.0000
346,23.066667,15,0.0000,0.0000,3.7166,0.0000,0.0000,0.0018,0.0000,0.0000,2.9285,0.0232,0.0000,0.0000,-0.0552,-0.0223,9.1018,0.0395,3.0910,1.7026,-21.7516,5.2620,8.0340,0.3768,0.0745,-31.7162,-41.7437,11.5300,1.4972,10.1109,29.8576,13.3968,-355.7888,-7.5859,3.0595,17.4470,0.0000,0.0000
347,23.133333,15,0.0000,0.0000,5.6307,0.0000,0.0000,1.6458,0.0000,0.0000,2.9006,1.6632,0.0000,0.0000,-0.0399,-1.6476,8.8428,0.1524,3.1094,0.0095,-23.1732,1.7161,18.3887,-1.1756,1.6062,-29.5850,-44.6221,11.4078,2.3551,14.6120,19.4199,15.9807,-355.2866,-5.6068,4.8309,17.3799,0.0000,0.0000
348,23.200000,15,0.0000,0.0000,2.0317,0.0000,0.0000,1.6439,0.0000,0.0000,2.9147,1.6826,0.0000,0.0000,-0.0257,-1.6536,8.9158,0.0434,3.1646,3.7354,-19.5732,-1.6035,-3.9326,-1.1247,1.6058,-21.0810,-30.0805,5.2648,0.3020,6.0620,18.3894,13.9157,4.0839,-8.0898,10.5153,17.1489,0.0000,0.0000
349,23.266667,15,0.0000,0.0000,7.3250,0.0000,0.0000,0.0138,0.0000,0.0000,2.9001,0.0099,0.0000,0.0000,-0.0518,-0.0089,8.9885,0.1077,3.0661,0.0361,-20.2054,-4.2766,-6.5595,-1.1798,0.0215,-23.2898,-43.6856,5.6754,-0.4320,13.0816,12.9177,13.0199,3.7610,-0.5583,10.9321,17.1868,0.0000,0.0000
350,23.333333,15,0.0000,0.0000,2.1384,0.0000,0.0000,1.6176,0.0000,0.0000,2.9494,1.6567,0.0000,0.0000,-0.0300,-1.6371,6.1783,0.0451,3.1838,2.1705,-7.0348,8.5179,-30.5973,3.5341,1.7380,-38.2904,-37.1835,16.4650,3.2365,7.2539,42.1236,12.0956,3.4648,-13.7590,11.2597,13.8586,0.0000,0.0000
351,23.400000,15,0.0000,0.0000,15.9230,0.0000,0.0000,1.6256,0.0000,0.0000,2.8925,-1.6241,0.0000,0.0000,-0.0553,1.6200,6.0567,0.1135,3.1317,2.3538,-14.5617,-12.3707,-12.0682,-1.1747,-1.6245,-23.1480,-41.9295,4.2835,-1.6812,8.6978,15.7993,11.4165,3.3209,-1.3769,21.2366,15.5013,0.0000,0.0000
352,23.466667,15,0.0000,0.0000,16.0426,0.0000,0.0000,1.6273,0.0000,0.0000,2.9474,-1.6506,0.0000,0.0000,-0.0402,1.6292,8.8891,0.1257,3.1523,1.7407,-1.9407,-7.0353,-23.8904,5.0393,-1.4769,-36.0794,-40.8527,13.5009,0.6020,5.2220,28.9066,12.6485,-355.8481,-8.7255,7.8875,15.9157,0.0000,0.0000
353,23.533333,15,0.0000,0.0000,19.3502,0.0000,0.0000,1.6448,0.0000,0.0000,2.9417,-1.6454,0.0000,0.0000,-0.0551,1.6127,8.9159,0.0310,3.1829,1.7349,-18.9831,-2.9815,-12.0486,-4.1538,-1.7069,-41.8778,-38.7150,15.9082,3.2604,6.9894,41.3761,7.6551,3.5314,-13.4954,10.5888,4.6050,0.0000,0.0000
354,23.600000,15,0.0000,0.0000,19.4909,0.0000,0.0000,1.6416,0.0000,0.0000,2.8943,-1.6290,0.0000,0.0000,-0.0340,1.6151,6.0502,0.0163,3.1717,1.6921,-13.6121,-8.4079,54.8509,-2.6937,-1.6735,-35.7890,-38.7624,12.0932,1.5087,10.5375,32.4930,11.0433,-355.8548,-7.3972,3.2267,15.8228,0.0000,0.0000
355,23.666667,15,0.0000,0.0000,21.0045,0.0000,0.0000,0.0208,0.0000,0.0000,2.8113,0.0392,0.0000,0.0000,-0.0294,-0.0318,5.9654,0.0132,3.1205,1.6883,-11.7570,-16.4217,36.2565,-1.1761,-0.0950,-25.2739,-25.7613,6.1282,0.1612,7.0685,18.8807,13.3875,4.0136,-6.3914,3.5748,15.3480,0.0000,0.0000
356,23.733333,15,0.0000,0.0000,21.1834,0.0000,0.0000,0.0143,0.0000,0.0000,3.7471,0.0348,0.0000,0.0000,2.8734,-0.0046,6.8737,5.7254,3.2200,2.1752,-31.5928,-4.4604,26.6581,-7.0749,-0.2672,-37.5982,-36.5320,14.6897,3.5271,12.6743,33.3137,9.1623,4.1002,-11.1135,8.1853,16.3543,0.0000,0.0000
357,23.800000,15,0.0000,0.0000,24.1107,0.0000,0.0000,0.0009,0.0000,0.0000,0.0836,0.0131,0.0000,0.0000,2.8742,-0.0161,0.3324,5.7294,3.1202,0.0561,-12.1069,-26.6982,38.7780,-1.1300,-0.0724,-12.8787,-37.8329,-4.1702,-2.8622,4.0790,7.1831,5.5515,2.2333,-1.8770,33.4015,7.6092,0.0000,0.0000
358,23.866667,15,0.0000,0.0000,24.1736,0.0000,0.0000,0.0024,0.0000,0.0000,2.8315,0.0165,0.0000,0.0000,2.8367,0.0101,5.9086,5.6963,3.1458,2.0499,-16.9896,-20.9111,94.8348,-6.9339,-0.2516,-23.2533,-33.9569,4.7863,-0.6128,8.4640,7.1752,9.7161,3.4472,-3.5174,3.6462,13.2807,0.0000,0.0000
359,23.933333,15,0.0000,0.0000,26.9960,0.0000,0.0000,0.0143,0.0000,0.0000,2.8185,0.0002,0.0000,0.0000,2.8268,0.0271,5.8498,5.7341,3.1795,2.1295,-20.7289,-21.1623,89.4206,-4.0171,-0.1474,-25.2994,-44.7588,6.7777,-0.0796,12.2649,10.1109,10.6628,3.8898,-2.4381,20.8734,15.9143,0.0000,0.0000
360,24.000000,15,0.0000,0.0000,29.7639,0.0000,0.0000,0.0085,0.0000,0.0000,2.8026,-0.0049,0.0000,0.0000,2.8356,0.0196,5.8625,5.7189,3.1098,0.0110,-23.8362,-23.7634,88.0531,-6.9344,-0.2575,-25.2957,-28.8632,5.9921,0.0106,0.6487,24.7708,9.7237,4.0333,-10.9266,8.1304,23.5647,0.0000,0.0000
361,24.066667,15,0.0000,0.0000,32.3296,0.0000,0.0000,0.0115,0.0000,0.0000,0.1066,0.0145,0.0000,0.0000,2.8610,-0.0014,0.3385,5.7466,3.0665,2.2137,-38.1698,3.0757,120.3555,-2.4605,-0.1033,-27.3846,-41.6728,5.6732,0.5392,3.6845,23.5421,10.4958,-355.8406,-9.9739,24.8274,23.6929,0.0000,0.0000
362,24.133333,15,0.0000,0.0000,32.3596,0.0000,0.0000,0.0049,0.0000,0.0000,2.8360,-0.0217,0.0000,0.0000,2.8551,0.0121,5.8394,5.7509,3.1392,2.0797,0.0000,0.0000,0.0000,5.1117,0.1265,-29.7434,-23.9432,8.2945,0.6878,2.8782,37.0563,9.7524,4.0953,-11.2345,10.8379,21.3395,0.0000,0.0000
363,24.200000,15,0.0000,0.0000,32.4039,0.0000,0.0000,0.0074,0.0000,0.0000,0.1353,-0.0309,0.0000,0.0000,2.8709,0.0018,0.3551,5.7539,3.1248,1.6488,0.0000,0.0000,0.0000,0.5988,-0.0270,-37.9100,-52.6220,16.3356,3.0336,10.0217,24.4205,12.3319,-355.4140,-10.2432,42.1567,18.9506,0.0000,0.0000
364,24.266667,15,0.0000,0.0000,32.3935,0.0000,0.0000,0.0066,0.0000,0.0000,0.1302,-0.0420,0.0000,0.0000,2.8383,0.0242,0.3320,5.7303,3.0442,2.1467,0.0000,0.0000,0.0000,0.4244,-0.0316,-12.6993,-27.9858,-3.3280,-1.9745,2.1545,11.3771,6.2668,2.6412,-4.1703,24.7497,10.2746,0.0000,0.0000
365,24.333333,15,0.0000,0.0000,32.3948,0.0000,0.0000,0.0037,0.0000,0.0000,0.1363,-0.0310,0.0000,0.0000,2.8356,0.0240,0.3021,5.7225,3.0479,2.0535,-42.5110,-0.9092,117.3479,2.0041,0.0201,-31.7042,-45.0014,9.8315,1.3605,4.8997,33.8886,9.8902,4.1138,-10.6181,39.1240,21.4739,0.0000,0.0000
366,24.400000,15,0.0000,0.0000,32.3998,0.0000,0.0000,0.0101,0.0000,0.0000,0.1268,-0.0168,0.0000,0.0000,2.8502,0.0268,0.3042,5.7454,3.0643,0.0174,-40.7592,-1.0896,118.6265,0.4276,-0.0355,-31.8290,-37.6879,8.2766,1.3838,1.1419,38.0356,9.0171,4.0117,-13.5102,29.1608,24.5728,0.0000,0.0000
367,24.466667,15,0.0000,0.0000,29.8352,0.0000,0.0000,0.0131,0.0000,0.0000,0.1641,-0.0562,0.0000,0.0000,2.7962,0.0576,0.2953,5.7067,3.0832,3.8237,-8.3366,-21.7181,87.2360,2.0117,0.0111,-31.7700,-42.7362,9.3947,1.3188,7.3365,22.4699,11.7648,-355.6529,-8.9594,30.8459,14.2811,0.0000,0.0000
368,24.533333,15,0.0000,0.0000,27.1525,0.0000,0.0000,0.0027,0.0000,0.0000,0.1570,-0.0302,0.0000,0.0000,2.8405,0.0236,0.3333,5.7378,3.0689,1.6211,-10.9239,-14.6587,82.2796,-0.9126,-0.0698,-40.1169,-49.0716,16.6730,3.7167,4.0623,41.8080,6.9599,3.5073,-14.8582,33.1067,13.7449,0.0000,0.0000
369,24.600000,15,0.0000,0.0000,24.2498,0.0000,0.0000,0.0171,0.0000,0.0000,2.8589,-0.0321,0.0000,0.0000,2.8167,0.0386,5.8762,5.6951,3.1402,0.0170,-8.4255,-15.1254,87.2681,2.0063,0.0070,-33.9095,-30.7950,11.0220,1.4577,3.8048,39.4353,8.7099,3.9358,-12.0640,8.5283,18.5076,0.0000,0.0000
370,24.666667,15,0.0000,0.0000,21.3326,0.0000,0.0000,0.0304,0.0000,0.0000,0.1373,-0.0331,0.0000,0.0000,2.8002,0.0415,0.2238,5.6696,3.1283,3.7450,-19.9679,-17.9302,13.7581,-6.9151,-0.2788,-23.2073,-55.8301,3.7335,-1.1049,16.4965,4.3131,9.7285,3.3488,2.1691,37.4254,13.3228,0.0000,0.0000
371,24.733333,15,0.0000,0.0000,21.2144,0.0000,0.0000,0.0369,0.0000,0.0000,0.1742,-0.0435,0.0000,0.0000,2.8139,0.0237,0.3790,5.6598,3.1460,2.0595,-0.2973,-18.4251,57.6158,-0.9200,-0.1037,-23.1662,-38.8623,2.7774,-0.4729,2.7350,16.0881,10.0203,3.7826,-8.5776,28.9997,10.7653,0.0000,0.0000
372,24.800000,15,0.0000,0.0000,19.6522,0.0000,0.0000,1.6791,0.0000,0.0000,2.8559,-1.6973,0.0000,0.0000,2.8097,1.6582,5.8839,5.6321,3.1297,3.3298,-6.8132,-10.9001,66.6415,0.3654,-1.6431,-33.8813,-27.0725,8.9723,0.6342,5.5775,32.2567,8.4880,-355.8611,-8.8095,3.2588,24.6042,0.0000,0.0000
373,24.866667,15,0.0000,0.0000,17.9313,0.0000,0.0000,0.0418,0.0000,0.0000,2.8270,-0.0369,0.0000,0.0000,2.8152,0.0174,5.8389,5.6445,3.0448,1.7045,-18.9133,-5.0036,55.5715,-5.4784,-0.2468,-37.5850,-38.5926,14.1743,3.3797,10.4556,26.8644,11.1490,-355.4224,-11.8799,8.2137,24.6319,0.0000,0.0000
374,24.933333,15,0.0000,0.0000,17.7747,0.0000,0.0000,0.0284,0.0000,0.0000,0.1541,-0.0467,0.0000,0.0000,-0.0829,0.0027,0.3958,0.0352,3.0737,0.0043,3.3455,-11.8271,27.4176,-0.9217,-0.0952,-31.5794,-54.9797,11.5839,1.6843,10.0884,16.9128,15.3234,-355.4723,-7.4985,45.7006,13.1044,0.0000,0.0000
375,25.000000,15,0.0000,0.0000,14.6188,0.0000,0.0000,0.0409,0.0000,0.0000,2.8532,-0.0457,0.0000,0.0000,2.8255,0.0177,5.8988,5.6471,3.1743,0.4335,-27.0780,1.2497,21.8674,-8.3619,-0.3310,-39.1969,-53.1966,18.4914,5.1970,22.0413,18.5632,13.5923,-354.4852,-4.9769,21.5107,21.6486,0.0000,0.0000
376,25.066667,15,0.0000,0.0000,14.4948,0.0000,0.0000,0.0254,0.0000,0.0000,2.8676,-0.0265,0.0000,0.0000,2.8252,0.0109,5.9406,5.6643,3.1210,0.0188,-6.9930,-15.2791,19.5045,-2.4652,-0.1396,-17.0039,-30.0068,1.3960,-1.6243,5.1861,5.7999,7.1642,2.5857,-2.7593,5.9186,7.6050,0.0000,0.0000
377,25.133333,15,0.0000,0.0000,11.0950,0.0000,0.0000,0.0353,0.0000,0.0000,2.8676,-0.0404,0.0000,0.0000,2.8013,0.0362,5.9159,5.6640,3.1565,2.3722,-5.0600,-6.2862,19.0933,-0.9204,-0.1015,-27.4426,-31.8303,7.4456,0.4919,8.5896,16.2802,11.2521,-355.8331,-6.3335,0.8169,16.1370,0.0000,0.0000
378,25.200000,15,0.0000,0.0000,12.6893,0.0000,0.0000,1.6742,0.0000,0.0000,2.8320,-1.6578,0.0000,0.0000,2.8019,1.6704,5.9024,5.6640,3.1633,3.4009,-5.3119,-4.2949,3.9257,0.5499,-1.6337,-33.8597,-35.0747,10.2966,0.6651,5.7195,26.7340,9.6384,-355.8257,-8.6807,5.3997,23.5853,0.0000,0.0000
379,25.266667,15,0.0000,0.0000,7.2948,0.0000,0.0000,0.0027,0.0000,0.0000,2.8239,0.0183,0.0000,0.0000,-0.0898,0.0036,5.9191,0.0136,3.1663,2.1020,-15.2549,7.6446,-7.5995,-0.9183,-0.0642,-41.9898,-37.3414,16.9619,3.5515,8.6470,37.5309,11.1662,3.7599,-13.3543,5.3880,11.6166,0.0000,0.0000
380,25.333333,15,0.0000,0.0000,7.3275,0.0000,0.0000,0.0153,0.0000,0.0000,2.8300,-0.0125,0.0000,0.0000,2.8222,0.0188,5.8972,5.6663,3.1324,0.0042,-15.3042,2.1845,19.8174,-0.9682,-0.0834,-33.7188,-24.8801,10.0338,1.4821,7.0273,28.2274,10.7855,-355.6953,-10.6334,6.1128,24.6327,0.0000,0.0000
381,25.400000,15,0.0000,0.0000,7.3156,0.0000,0.0000,0.0059,0.0000,0.0000,2.8717,-0.0193,0.0000,0.0000,2.8209,0.0197,5.9850,5.6742,3.0706,0.0045,1.6113,-2.7994,10.3986,2.1314,0.0222,-27.4733,-31.4091,7.6338,0.4888,6.1906,13.4810,11.6705,-355.8291,-8.0561,7.8239,10.3431,0.0000,0.0000
382,25.466667,15,0.0000,0.0000,3.6624,0.0000,0.0000,0.0021,0.0000,0.0000,2.8590,0.0142,0.0000,0.0000,2.8636,0.0115,5.9578,5.7409,3.1797,0.3624,0.7871,7.1322,4.4434,2.1390,0.0306,-42.2874,-37.0442,17.3215,2.9953,5.0316,39.7912,7.6466,3.6717,-13.7787,12.8682,18.9168,0.0000,0.0000
383,25.533333,15,0.0000,0.0000,3.6306,0.0000,0.0000,0.0113,0.0000,0.0000,2.8152,-0.0113,0.0000,0.0000,2.8018,0.0356,5.8600,5.6921,3.1115,2.1048,-8.8747,-2.4832,29.9203,0.5409,-0.0326,-21.1079,-25.4580,4.0538,-0.4628,5.8897,8.8154,9.2997,3.4449,-5.2266,3.7557,7.5971,0.0000,0.0000
384,25.600000,15,0.0000,0.0000,3.6566,0.0000,0.0000,0.0123,0.0000,0.0000,2.8723,0.0087,0.0000,0.0000,-0.0819,0.0127,6.0089,0.0074,3.1234,0.0158,-8.5736,4.7114,12.7526,2.0720,0.0139,-33.6173,-42.0718,12.9763,1.6796,12.5396,17.2124,16.0677,-355.4047,-6.1898,8.1727,13.0060,0.0000,0.0000
385,25.666667,15,0.0000,0.0000,5.2857,0.0000,0.0000,1.6462,0.0000,0.0000,2.8621,-1.6356,0.0000,0.0000,-0.0828,1.6477,5.9388,0.0107,3.1546,0.3630,-1.8034,-8.7577,45.5672,5.1104,-1.4940,-10.4298,-16.4885,-1.0765,-1.3913,1.5288,10.1997,6.8824,2.2779,-3.7863,17.2011,0.6131,0.0000,0.0000
386,25.733333,15,0.0000,0.0000,5.2708,0.0000,0.0000,1.6602,0.0000,0.0000,2.8190,-1.6490,0.0000,0.0000,-0.0890,1.6728,5.8564,0.0088,3.1506,0.3315,-5.5436,-4.7747,17.0100,3.4919,-1.5490,-18.8801,-24.6727,1.7274,-1.3549,3.8649,17.3932,10.5260,3.2054,-3.7208,0.9425,15.2811,0.0000,0.0000
387,25.800000,15,0.0000,0.0000,3.6517,0.0000,0.0000,0.0139,0.0000,0.0000,2.8267,0.0038,0.0000,0.0000,-0.0893,0.0347,5.8779,0.0001,3.1182,0.0490,-8.5330,8.3692,0.2123,2.1443,0.0148,-40.0278,-36.4501,15.7302,2.5958,7.3994,32.3804,13.3185,-355.8365,-11.9646,7.4532,18.5930,0.0000,0.0000
388,25.866667,15,0.0000,0.0000,3.6602,0.0000,0.0000,0.0184,0.0000,0.0000,2.8594,-0.0101,0.0000,0.0000,-0.0720,0.0249,5.9519,0.0035,3.1801,3.2766,-26.1639,10.3388,11.0490,-3.9739,-0.1781,-37.9517,-29.0287,12.6749,2.7179,3.2589,41.8140,9.6655,3.5075,-15.6117,1.0052,9.6772,0.0000,0.0000
389,25.933333,15,0.0000,0.0000,3.6039,0.0000,0.0000,0.0118,0.0000,0.0000,2.8436,-0.0055,0.0000,0.0000,-0.1229,0.0297,5.9010,0.0877,3.1088,0.0404,-13.2538,8.1407,9.5662,0.5433,-0.0330,-37.9957,-30.0903,12.9774,2.2198,7.3051,27.8260,14.4429,-355.5919,-11.8725,1.6256,14.3027,0.0000,0.0000
390,26.000000,15,0.0000,0.0000,3.6632,0.0000,0.0000,0.0246,0.0000,0.0000,2.8456,0.0025,0.0000,0.0000,-0.0770,0.0265,5.9351,0.0085,3.0941,1.6805,-9.7129,2.5997,8.8480,3.6841,0.0524,-29.6040,-25.0954,8.3050,0.7196,3.5977,38.5471,12.2431,4.0770,-10.6992,3.4342,11.4882,0.0000,0.0000
391,26.066667,15,0.0000,0.0000,3.6746,0.0000,0.0000,0.0299,0.0000,0.0000,2.8718,-0.0192,0.0000,0.0000,-0.1264,0.0454,5.9510,0.0951,3.1279,1.6640,-8.6695,7.2080,9.1192,2.0966,-0.0027,-37.9926,-33.7852,13.8823,2.1658,6.1727,32.1648,13.3215,-355.8306,-11.9517,2.0553,18.8206,0.0000,0.0000
392,26.133333,15,0.0000,0.0000,0.0133,0.0000,0.0000,0.0410,0.0000,0.0000,2.8852,-0.0088,0.0000,0.0000,-0.1095,0.0372,5.9858,0.0454,3.1222,0.0402,-7.8922,5.8385,32.3273,2.1401,-0.0124,-29.6395,-29.3894,8.6539,0.8007,6.2030,25.6293,13.9145,-355.7823,-8.9197,3.2261,17.2248,0.0000,0.0000
393,26.200000,15,0.0000,0.0000,1.5694,0.0000,0.0000,1.6796,0.0000,0.0000,2.8355,-1.6324,0.0000,0.0000,-0.1157,1.6575,5.9569,0.0605,3.1146,1.7894,9.5540,-1.1002,30.3925,8.1727,-1.4456,-14.4884,-8.9584,2.0499,-0.3812,2.8930,21.7615,10.3194,3.4776,-5.4686,3.7639,10.8956,0.0000,0.0000
394,26.266667,15,0.0000,0.0000,-3.7556,0.0000,0.0000,0.0469,0.0000,0.0000,1.0810,0.0860,0.0000,0.0000,-0.0805,-0.0193,1.4709,0.2170,3.1098,0.0132,1.7898,8.0249,47.3613,5.1597,0.0761,-27.3308,-34.5369,6.5808,0.5033,6.0095,16.5542,14.5342,-355.8307,-8.2332,15.2181,5.1422,0.0000,0.0000
395,26.333333,15,0.0000,0.0000,1.4075,0.0000,0.0000,1.6727,0.0000,0.0000,1.1275,-1.5220,0.0000,0.0000,-2.9779,1.5761,1.5226,3.1336,3.1383,0.0261,16.2916,3.2213,39.3256,9.8135,-1.4073,-29.8258,-18.7979,5.0180,-0.0770,3.2125,36.2463,14.5046,-355.7935,-8.6673,5.3493,12.7332,0.0000,0.0000
396,26.400000,15,0.0000,0.0000,-0.6993,0.0000,0.0000,3.3751,0.0000,0.0000,3.6370,-3.0871,0.0000,0.0000,-3.5423,3.1562,4.2835,4.0071,1.9479,1.6496,8.0248,7.8456,-21.9433,5.1553,-3.2285,-36.1170,-39.7606,12.5911,-0.4471,2.2194,32.5682,13.7588,4.1276,-8.4659,22.7949,13.3513,0.0000,0.0000
397,26.466667,15,0.0000,0.0000,-3.7094,0.0000,0.0000,3.4556,0.0000,0.0000,1.8253,1.6028,0.0000,0.0000,-9.7157,3.1626,9.9351,10.2035,2.1889,1.5612,5.4741,13.4766,-13.5313,8.1692,-3.2289,-40.9896,-32.7057,16.2799,1.1393,6.7265,51.1861,13.8015,3.7620,-9.1842,9.7462,8.1938,0.0000,0.0000
398,26.533333,15,0.0000,0.0000,-3.0552,0.0000,0.0000,5.0882,0.0000,0.0000,5.3182,0.1299,0.0000,0.0000,-15.5689,4.6208,13.5706,13.1086,1.9501,3.8238,5.7695,9.9783,-14.6899,6.6623,-4.9095,-34.5401,-24.4309,13.0786,0.0054,7.3898,38.5788,23.2173,-355.7767,-5.7920,19.0729,5.9377,0.0000,0.0000
399,26.600000,15,0.0000,0.0000,2.8707,0.0000,0.0000,5.1804,0.0000,0.0000,7.9991,3.4766,0.0000,0.0000,-12.2488,-1.4971,16.6758,12.7407,1.9526,2.2187,-11.0096,4.7765,-24.6557,0.4169,-5.1345,-10.2851,-0.4549,14.7251,0.2861,7.6178,7.7844,21.6386,3.3417,-3.5355,17.1202,0.4524,0.0000,0.0000
400,26.666667,15,0.0000,0.0000,8.7058,0.0000,0.0000,7.0854,0.0000,0.0000,14.8623,-2.2614,0.0000,0.0000,-7.6863,-4.2272,16.1903,9.4411,1.9709,2.2750,24.3928,20.5957,-41.6897,11.2400,-6.7717,-22.7743,-4.7939,15.8409,0.4573,4.4627,33.5323,25.5196,4.1318,-12.1866,17.3854,5.5041,0.0000,0.0000
401,26.733333,15,0.0000,0.0000,2.5723,0.0000,0.0000,10.6072,0.0000,0.0000,7.9476,3.6519,0.0000,0.0000,-12.4936,0.2089,18.4854,13.5688,0.7820,0.1414,-24.7077,21.2814,46.4942,-1.3687,-10.5490,-35.1682,-30.4346,20.7995,3.3457,13.3411,42.4979,21.9998,3.2693,-11.6599,5.1388,2.5703,0.0000,0.0000
